date,total_duration_in_minutes
2024-07-13T00:00:00.000Z,7.614800000000001
2024-10-12T00:00:00.000Z,23.446316666666668
2024-03-17T00:00:00.000Z,2.083333333333333
2024-08-14T00:00:00.000Z,120.15425
2024-11-04T00:00:00.000Z,10.943683333333333
2024-10-15T00:00:00.000Z,75.06255
2024-08-28T00:00:00.000Z,126.91095
2024-07-20T00:00:00.000Z,146.6771
2024-07-21T00:00:00.000Z,101.27391666666668
2024-04-08T00:00:00.000Z,52.25618333333333
2024-08-21T00:00:00.000Z,184.97598333333332
2024-03-20T00:00:00.000Z,10.366666666666667
2024-09-24T00:00:00.000Z,0.41651666666666665
2024-09-15T00:00:00.000Z,45.64221666666668
2024-09-05T00:00:00.000Z,53.13006666666668
2024-08-25T00:00:00.000Z,38.30641666666667
2024-08-20T00:00:00.000Z,59.53528333333334
2024-07-04T00:00:00.000Z,8.4474
2024-09-10T00:00:00.000Z,147.30301666666665
2024-05-30T00:00:00.000Z,0.6094833333333334
2024-10-05T00:00:00.000Z,14.672133333333331
2024-07-03T00:00:00.000Z,2.85
2024-07-26T00:00:00.000Z,49.263716666666674
2024-06-11T00:00:00.000Z,137.50313333333332
2024-04-29T00:00:00.000Z,2.479883333333333
2024-08-18T00:00:00.000Z,1.058
2024-10-08T00:00:00.000Z,0.5857666666666667
2024-09-26T00:00:00.000Z,94.5881
2024-06-10T00:00:00.000Z,121.79258333333333
2024-05-03T00:00:00.000Z,3.316666666666667
2024-03-06T00:00:00.000Z,5.733333333333333
2024-10-07T00:00:00.000Z,6.2982
2024-08-15T00:00:00.000Z,36.50506666666667
2024-09-19T00:00:00.000Z,23.44265
2024-11-05T00:00:00.000Z,88.54921666666664
2024-05-04T00:00:00.000Z,25.9493
2024-04-27T00:00:00.000Z,106.46011666666664
2024-10-29T00:00:00.000Z,14.48765
2024-10-04T00:00:00.000Z,133.716
2024-07-15T00:00:00.000Z,47.64698333333333
2024-08-13T00:00:00.000Z,196.05955
2024-09-27T00:00:00.000Z,0.08333333333333333
2024-07-14T00:00:00.000Z,33.1442
2024-07-05T00:00:00.000Z,24.312383333333333
2024-08-26T00:00:00.000Z,3.1830833333333333
2024-10-13T00:00:00.000Z,150.69930000000002
2024-11-02T00:00:00.000Z,35.217716666666675
2024-10-03T00:00:00.000Z,66.47728333333332
2024-09-02T00:00:00.000Z,86.90768333333334
2024-11-01T00:00:00.000Z,122.18521666666666
2024-06-15T00:00:00.000Z,45.83478333333333
2024-10-02T00:00:00.000Z,4.394550000000001
2024-04-30T00:00:00.000Z,252.9163166666667
2024-04-23T00:00:00.000Z,13.526583333333331
2024-05-02T00:00:00.000Z,150.38121666666666
2024-10-18T00:00:00.000Z,156.06050000000002
2024-06-18T00:00:00.000Z,1.44285
2024-05-31T00:00:00.000Z,76.75025000000001
2024-08-17T00:00:00.000Z,106.22323333333334
2024-06-13T00:00:00.000Z,47.04101666666667
2024-09-18T00:00:00.000Z,18.617583333333336
2024-08-24T00:00:00.000Z,42.11878333333334
2024-09-25T00:00:00.000Z,124.37593333333332
2024-09-17T00:00:00.000Z,97.65416666666668
2024-09-08T00:00:00.000Z,35.181583333333336
2024-06-09T00:00:00.000Z,54.16096666666667
2024-09-03T00:00:00.000Z,66.70878333333334
2024-05-09T00:00:00.000Z,0.4392166666666667
2024-09-23T00:00:00.000Z,3.4548333333333336
2024-04-26T00:00:00.000Z,207.45711666666665
2024-05-11T00:00:00.000Z,41.899566666666665
2024-10-14T00:00:00.000Z,22.2929
2024-10-11T00:00:00.000Z,12.049066666666668
2024-07-28T00:00:00.000Z,35.5786
2024-03-19T00:00:00.000Z,9.866666666666667
2024-09-01T00:00:00.000Z,298.19105
2024-10-19T00:00:00.000Z,7.466166666666666
